text,personality,thinking,abilities,experience,no_signal,label_combo,source
"Question: Tell me about yourself professionally. Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. In practice, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your general working style? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved.",1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I like predictable processes and proven methods more than risky experiments. At the same time, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. On top of that, I automated a manual reconciliation process and cut repetitive work for the operations team. In practice, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Tell me about your professional experience. Answer: The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements. I do not remember every detail, but the main pattern was clear.",0,0,0,1,0,experience,synthetic_combo
Question: What does your reasoning process look like? Answer: I try to make my conclusions traceable so someone else can follow the logic.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about your work. Answer: I heard about SQL, Python, APIs, dashboards, and production systems during my studies, but I did not build or own anything myself.",0,0,0,0,1,none,keyword_trap
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. In addition, I usually go deeper than the first answer and ask what could break and what assumptions are hidden.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I like predictable processes and proven methods more than risky experiments. At the same time, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I am dependable, detail-oriented, and usually create order when things are messy.",1,0,0,0,0,personality,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,0,0,1,0,experience,synthetic_combo
"Question: How do you think through a difficult problem? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. Also, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. At the same time, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
Question: What have you done in practice? Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.,0,0,1,0,0,abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I prefer arguments that are precise, logically valid, and supported by evidence. At the same time, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. On top of that, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In addition, I like to structure my thinking in steps so the logic is explicit and easy to verify. In practice, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. In practice, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations. Some parts were unclear at first, but I worked through them systematically.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. Also, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to make my conclusions traceable so someone else can follow the logic. Also, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved.",1,0,0,0,0,personality,synthetic_combo
Question: How do you think through a difficult problem? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. On top of that, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. In addition, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints. I do not remember every detail, but the main pattern was clear.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
Question: What have you done in practice? Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. In addition, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. On top of that, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. In practice, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. At the same time, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,0,1,1,0,abilities+experience,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.,0,0,1,0,0,abilities,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation. Also, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. At the same time, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. More specifically, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. Also, I break complex questions into smaller parts and build the answer in a transparent sequence. In addition, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
Question: What does your reasoning process look like? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify.,0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. At the same time, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. On top of that, I automated a manual reconciliation process and cut repetitive work for the operations team. More specifically, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. More specifically, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. In addition, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: What kind of person are you at work? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings.",1,0,0,0,0,personality,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. More specifically, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. Also, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. At the same time, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. At the same time, I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. More specifically, I automated a manual reconciliation process and cut repetitive work for the operations team. At the same time, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. More specifically, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. Some parts were unclear at first, but I worked through them systematically.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Tell me about your professional experience. Answer: I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. Also, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In practice, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. Also, I automated a manual reconciliation process and cut repetitive work for the operations team.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I feel energized by working with people, leading conversations, and building connections across teams. In addition, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. In addition, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. In addition, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. On top of that, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. In practice, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery. I do not remember every detail, but the main pattern was clear.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to make my conclusions traceable so someone else can follow the logic. More specifically, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I feel energized by working with people, leading conversations, and building connections across teams. Also, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. In addition, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. In addition, I usually go deeper than the first answer and ask what could break and what assumptions are hidden. More specifically, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. At the same time, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,0,1,0,0,abilities,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.,0,0,1,0,0,abilities,synthetic_combo
"Question: How do you think through a difficult problem? Answer: I prefer arguments that are precise, logically valid, and supported by evidence.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about your professional experience. Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
Nothing specific comes to mind right now.,0,0,0,0,1,none,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I feel energized by working with people, leading conversations, and building connections across teams. In addition, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: Tell me about the most complex work you have done. Answer: I worked on a production system with multiple dependencies, and I learned to test assumptions carefully before deciding how to handle failures.",0,1,0,1,0,thinking+experience,thinking_experience_hybrid
"Question: How would you describe your professional profile? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. In practice, I prefer arguments that are precise, logically valid, and supported by evidence. More specifically, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. More specifically, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. More specifically, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward. Also, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I try to make my conclusions traceable so someone else can follow the logic. More specifically, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. Also, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. At the same time, I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. On top of that, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. More specifically, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. Not every part of the work was equally difficult.",1,0,1,0,0,personality+abilities,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.,0,0,1,0,0,abilities,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements. Some parts were unclear at first, but I worked through them systematically.",0,0,0,1,0,experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",0,1,0,0,0,thinking,synthetic_combo
"Question: What should we know about the way you work? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. Also, Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. In addition, I handled a production issue in a system with several services and dependencies that affected real users and business operations.",1,1,0,1,0,personality+thinking+experience,synthetic_combo
Question: Describe something concrete you implemented. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. Also, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. On top of that, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
Question: What have you done in practice? Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.,0,0,1,0,0,abilities,synthetic_combo
"Question: What should we know about the way you work? Answer: I like predictable processes and proven methods more than risky experiments. At the same time, I like to structure my thinking in steps so the logic is explicit and easy to verify. In addition, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. More specifically, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. At the same time, I automated a manual reconciliation process and cut repetitive work for the operations team. More specifically, I have worked with several tools and environments, including dashboards, pipelines, APIs, and customer-facing delivery contexts.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I prefer arguments that are precise, logically valid, and supported by evidence. In addition, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. In practice, The project had multiple dependencies, real-user impact, production constraints, and cross-team coordination requirements.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How do you think through a difficult problem? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. In practice, The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project. Some parts were unclear at first, but I worked through them systematically.",0,0,0,1,0,experience,synthetic_combo
Question: What kind of systems and environments have you worked in? Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.,0,0,0,1,0,experience,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure.",1,0,0,0,0,personality,synthetic_combo
"Question: What should we know about the way you work? Answer: I am very organized and dependable, and I usually turn unclear tasks into structured execution plans and practical deliverables.",1,0,1,0,0,personality+abilities,personality_abilities_hybrid
"Question: What kind of systems and environments have you worked in? Answer: I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,0,1,0,experience,synthetic_combo
"Question: What have you done in practice? Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
Nothing specific comes to mind right now.,0,0,0,0,1,none,synthetic_combo
"Question: How would you describe your professional profile? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In practice, I try to make my conclusions traceable so someone else can follow the logic.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I plan carefully, stay organized, and follow through on commitments even under pressure. In addition, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow. Also, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
I am not sure how to answer that.,0,0,0,0,1,none,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.,0,0,1,0,0,abilities,synthetic_combo
"Question: Tell me what you actually built or executed. Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. Not every part of the work was equally difficult.",0,0,1,0,0,abilities,synthetic_combo
"Yes, I think so.",0,0,0,0,1,none,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: The system I worked on had scale, dependencies, and operational constraints beyond a small standalone project.",0,0,0,1,0,experience,synthetic_combo
"Question: What kind of systems and environments have you worked in? Answer: I handled a production issue in a system with several services and dependencies that affected real users and business operations. I do not remember every detail, but the main pattern was clear.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe the way you work? Answer: I stay organized and disciplined, and when facing a difficult decision I compare alternatives before choosing a direction.",1,1,0,0,0,personality+thinking,personality_thinking_hybrid
"Question: What kind of person are you at work? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings.",1,0,0,0,0,personality,synthetic_combo
I would need more context to answer properly.,0,0,0,0,1,none,synthetic_combo
"Question: Tell me about yourself professionally. Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. On top of that, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. More specifically, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery. Some parts were unclear at first, but I worked through them systematically.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. In addition, I automated a manual reconciliation process and cut repetitive work for the operations team.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How do you think through a difficult problem? Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. I do not remember every detail, but the main pattern was clear.",0,1,0,0,0,thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow. In addition, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently. In addition, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: What kind of person are you at work? Answer: I plan carefully, stay organized, and follow through on commitments even under pressure.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like predictable processes and proven methods more than risky experiments. More specifically, My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. Also, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. Also, I handled a production issue in a system with several services and dependencies that affected real users and business operations. I do not remember every detail, but the main pattern was clear.",1,1,1,1,0,personality+thinking+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. At the same time, The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I am very organized and dependable, and I usually turn unclear tasks into structured execution plans and practical deliverables.",1,0,1,0,0,personality+abilities,personality_abilities_hybrid
"Question: How do you approach complex decisions? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",0,1,0,0,0,thinking,synthetic_combo
"Question: What kind of person are you at work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work.",1,0,0,0,0,personality,synthetic_combo
"Question: What should we know about the way you work? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. Also, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. On top of that, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,1,1,0,0,personality+thinking+abilities,synthetic_combo
"Question: What does your reasoning process look like? Answer: I explain my reasoning clearly, separate facts from assumptions, and make the argument easy to follow.",0,1,0,0,0,thinking,synthetic_combo
"Question: What have you done in practice? Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,1,1,0,abilities+experience,synthetic_combo
Question: What kind of systems and environments have you worked in? Answer: I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.,0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. More specifically, I created a structured workflow in Notion and Jira so the team could track deliverables and execution more consistently.",1,0,1,0,0,personality+abilities,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up. Some parts were unclear at first, but I worked through them systematically.",0,0,0,1,0,experience,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. Also, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: What kind of person are you at work? Answer: I am dependable, detail-oriented, and usually create order when things are messy.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. At the same time, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. In practice, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs. On top of that, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,1,1,0,abilities+experience,synthetic_combo
Question: Tell me about your experience. Answer: I was involved in many important things and supported several processes across the company.,0,0,0,0,1,none,vague_professional
"Question: Tell me about the most complex work you have done. Answer: I worked on a production system with multiple dependencies, and I learned to test assumptions carefully before deciding how to handle failures.",0,1,0,1,0,thinking+experience,thinking_experience_hybrid
"Question: What should we know about the way you work? Answer: I am dependable, detail-oriented, and usually create order when things are messy. In practice, I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. More specifically, My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations. Also, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. Not every part of the work was equally difficult.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Describe your work and how you approach it. Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. In addition, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up. I do not remember every detail, but the main pattern was clear.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: What have you done in practice? Answer: I turned a repeated manual task into a repeatable process using scripts, validation checks, and scheduled runs.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I feel energized by working with people, leading conversations, and building connections across teams. More specifically, When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options.",1,1,0,0,0,personality+thinking,synthetic_combo
Question: How do you usually behave in team settings? Answer: I like predictable processes and proven methods more than risky experiments.,1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: I support teammates, listen to different perspectives, and look for harmony in group settings. Also, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.",1,0,1,0,0,personality+abilities,synthetic_combo
